free_bird_live_[fox_theater].mp3,Lynyrd Skynyrd,One More from the Road [MG],Free Bird Live [Fox Theater],12,Rock,816,25506
french_letter.mp3,Herbs,Lights of the Pacific: The Very Best Of,French Letter,3,Reggae,276,8646
got_the_love_-_2009.mp3,Average White Band,The Collection Vol.1 CD2,Got The Love,12,Soul,227,8874
great_southern_land.mp3,Icehouse,Primitive Man [Bonus Tracks],Great Southern Land,1,Rock,319,12468
hallelujah.mp3,Gin Wigmore,Extended Play,Hallelujah,3,World,211,8263
hard_travelin_hootenanny.mp3,Arlo Guthrie,Til We Outnumber 'Em: Woody Guthrie,Hard Travelin' Hootenanny,1,Folk,210,6588
he_aha_ra_te_manu.mp3,WAI.TAI,Hoea,He Aha Ra Te Manu,2,"Moari, Ethnic,New Age",143,4444
hineraukatauri_(goddess_of_music).mp3,Oceania,Oceania,Hineraukatauri (Goddess of Music),4,World,294,9222
hopeless_wanderer.mp3,Mumford & Sons,Babel,Hopeless Wanderer,9,Folk Rock,307,10236
how_do_you_plead.mp3,St Germain,From Detroit to St Germain,How do you plead,7,Goa,400,6251
how_sweet_can_you_get_-_2009.mp3,Average White Band,The Collection Vol.2 CD1,How Sweet Can You Get,9,Soul,238,9330
if_i_ever_leave_this_world_alive.mp3,Flogging Molly,Drunken Lullabies,If I Ever Leave This World Alive,4,Rock Celtic,201,4722
ill_be_long_gone.mp3,Mother Earth,Bring Me Home,I'll Be Long Gone,4,New Age,356,11141
im_in_the_mood_for_dancing.mp3,The Nolans,I'm in the Mood for Dancing,I'm in the Mood for Dancing,1,Easy Listening - Group,179,5601
leave_a_light_on.mp3,Belinda Carlisle,A Place On Earth - The Greatest Hits (CD 1/2),Leave a Light On,4,Easy Listening - Female,256,4006
like_someone_in_love.mp3,Nancy Wilson,The Best of Nancy Wilson,Like Someone In Love,8,Vocal,142,3368
little_black_book.mp3,Belinda Carlisle,A Place On Earth - The Greatest Hits (CD 1/2),Little Black Book,10,Easy Listening - Female,252,3951
lost_for_words.mp3,Ronan Keating,10 Years Of Hits,Lost For Words,9,Dance,228,5366
maggie.mp3,Gael Force,Gael Force,Maggie,11,Celtic,221,6914
maggie.mp3,Wolfstone,Live! Not Enough Shouting,Maggie,14,Rock Celtic,287,7862
marijuana.mp3,Country Joe & The Fish,Electric Music For The Mind And The Mind,Marijuana,14,Psychadelic,152,3575
marooned.mp3,Pink Floyd,The Division Bell,Marooned,4,Progressive Rock,329,10384
mary.mp3,Big Country ,Fields of Fire,Mary,14,Alternative,233,9109
mary.mp3,Sarah Slean,Sarah Slean,Mary,1,Alternative,244,3818
messages.mp3,Xavier Rudd,Food In The Belly,Messages,2,Mellow,242,5686
northern_lights.mp3,St. Vincent,Strange Mercy,Northern Lights,5,Indie Rock,213,8359
now_theres_that_fear_again.mp3,Mum,Finally We Are No One,Now There's That Fear Again,7,Post-Rock,236,5550
one_golden_rule.mp3,Chris Rea,Shamrock Diaries,One Golden Rule,5,Blues,270,10569
one_slip.mp3,Pink Floyd,A Momentary Lapse Of Reason,One Slip,4,Progressive Rock,308,10086
parihaka.mp3,Herbs,Lights of the Pacific: The Very Best Of,Parihaka,9,Reggae,256,8028
radioactive.mp3,Imagine Dragons,Continued Silence EP,Radioactive,1,Indie Rock,188,7414
river.mp3,Enya,Watermark,River,9,Alternative,192,7553
sarah_victoria.mp3,Acoustic Alchemy,Early Alchemy,Sarah Victoria,2,Acoustic,114,3692
shower_the_people.mp3,Dixie Chicks & James Taylor,CMT Crossroads,Shower the People,9,Country,123,2906
shower_the_people.mp3,James Taylor,Greatest Hits,Shower the People,11,Rock,241,9426
silent_warrior.mp3,Enigma,The Cross of Changes,Silent Warrior,5,New Age,369,11546
simple_love_[#].mp3,Alison Krauss,A Hundred Miles or More: A Collection,Simple Love [#],2,Bluegrass,284,4444
slice_of_heaven.mp3,three decades of males,three decades of males Disc 2,slice of heaven,1,Easy Listening - Male,248,9693
slice_of_heaven.mp3,Dave Dobbyn & Herbs,Footrot Flats: A Dog's Tale,Slice of Heaven,10,Pop,277,4347
slice_of_heaven.mp3,Herbs,Listen: The Very Best of Herbs,Slice of Heaven,11,Reggae,277,8667
slow_train.mp3,Bob Dylan,Slow Train Coming,Slow Train,4,Folk Rock,359,14107
spanish_train.mp3,Chris de Burgh,Spanish Train & Other Stories,Spanish Train,1,Easy Listening - Male,302,11841
stay.mp3,Sarah Slean,Sarah Slean,Sarah Slean,1,Alternative,162,2551
stay.mp3,Jackson Browne,Running on Empty,Stay,10,Rock,204,7990
steal_your_heart_away.mp3,Fleetwood Mac,SAY YOU WILL,Steal Your Heart Away,13,Blues,213,5011
sweet_baby_james.mp3,Dixie Chicks & James Taylor,CMT Crossroads,Sweet Baby James,5,Country,205,4015
sweet_baby_james.mp3,James Taylor,Greatest Hits,Sweet Baby James,4,Rock,174,6818
tell_me.mp3,THE BANGLES,Walk Like An Egyptian: The Best Of_CD 2,Tell me,14,Pop,135,2884
fridays_child.mp3,Wendy Matthews,lily,Fridays Child,1,Woman,243,7608
the_forest_awakes.mp3,David Byrne & St. Vincent,Love This Giant,The Forest Awakes,6,Alternative,292,11442
the_horses.mp3,Rickie Lee Jones,Flying Cowboys,The Horses,1,Bluegrass,292,9158
the_mother.mp3,Xavier Rudd,Food In The Belly,The Mother,6,Mellow,195,4594
the_sodom_and_gomorrah_show.mp3,Pet Shop Boys,Fundamental,The Sodom And Gomorrah Show,2,Dance,319,7496
the_times_they_are_a-changin.mp3,Bob Dylan,At Budokan,The Times They Are A-Changin',11,Folk Cont,328,12854
the_traveller.mp3,A Flock of Seagulls,Listen,The Traveller,6,New Wave,206,5677
the_woods.mp3,Daughter,His Young Heart,The Woods,2,Indie,220,8959
til_we_outnumber_em_(this_land_is_you_land).mp3,Arlo Guthrie,Til We Outnumber 'Em: Woody Guthrie,Til We Outnumber 'Em (This Land Is You Land),19,Folk,157,4929
turn_turn_turn_(to_everything_there_is_a_season).mp3,Wilson Phillips,California,Turn! Turn! Turn! (To Everything There Is A Season),6,Pop,160,5025
turn_turn_turn.mp3,Nina Simone,"To Love Somebody (1969), Here Comes the Sun (1971)",Turn! Turn! Turn!,2,Jazz,221,3463
unchain_my_heart_[90s_version].mp3,Joe Cocker,The Best of Joe Cocker [Mushroom],Unchain My Heart [90's Version],1,Rock,306,11972
waiting_for_you.mp3,Acoustic Alchemy,Early Alchemy,Waiting For You,11,Acoustic,204,6488
we_can_let_it_happen_tonight.mp3,Maria Muldaur,Music for Lovers,We can let it happen tonight,6,Jazz,250,9784
when_girls_collide.mp3,Mum,Smilewound,When Girls Collide,3,Indie,300,11870
when_you_come_back_home.mp3,The Front Lawn,Songs from the Front Lawn,When You Come Back Home,1,Avante-Garde,217,3408
you_probably_couldnt_see_for_the_lights_but_you_were_staring_straight_at_me.mp3,Arctic Monkeys,Live In Texas (7 June 2006),"You Probably Couldn't See For The Lights, But You Were Staring Straight At Me",4,Indie Rock / Brit Pop,142,5771
you_were_mine.mp3,Dixie Chicks,Dixie Chicks,You Were Mine,5,Country,217,3409
youre_just_a_country_boy_[#].mp3,Alison Krauss,A Hundred Miles or More: A Collection,You're Just a Country Boy [#],1,Bluegrass,208,3258
zombie.mp3,The Cranberries,Zombie (UK Single - Part 1) [Island - CID 600-854 110-2],Zombie,1,Alternative  Rock / Post-Grunge,252,9874
